사용일자,2호선,합계
2021-07-09,37042,37042
2021-07-10,15262,15262
2021-07-11,10658,10658
2021-07-12,30005,30005
2021-07-13,32923,32923
2021-07-14,32427,32427
2021-07-15,32095,32095
2021-07-16,31654,31654
2021-07-17,13564,13564
2021-07-18,9901,9901
2021-07-19,31580,31580
2021-07-20,32464,32464
2021-07-21,32464,32464
2021-07-22,32219,32219
2021-07-23,32031,32031
2021-07-24,13611,13611
2021-07-25,9635,9635
2021-07-26,32132,32132
2021-07-27,32038,32038
2021-07-28,32161,32161
2021-07-29,32050,32050
2021-07-30,32417,32417
2021-07-31,13636,13636
2021-08-01,9709,9709
2021-08-02,31621,31621
2021-08-03,32250,32250
2021-08-04,32397,32397
2021-08-05,32510,32510
2021-08-06,32485,32485
2021-08-07,14409,14409
2021-08-08,10111,10111
2021-08-09,33019,33019
2021-08-10,33510,33510
2021-08-11,33662,33662
2021-08-12,33473,33473
2021-08-13,33000,33000
2021-08-14,15216,15216
2021-08-15,11801,11801
2021-08-16,13084,13084
2021-08-17,33189,33189
2021-08-18,33280,33280
2021-08-19,33711,33711
2021-08-20,33588,33588
2021-08-21,13910,13910
2021-08-22,11309,11309
2021-08-23,30394,30394
2021-08-24,33659,33659
2021-08-25,34708,34708
2021-08-26,34406,34406
2021-08-27,33433,33433
2021-08-28,16151,16151
2021-08-29,11618,11618
2021-08-30,34115,34115
2021-08-31,34061,34061
2021-09-01,34779,34779
2021-09-02,34736,34736
2021-09-03,35873,35873
2021-09-04,17175,17175
2021-09-05,12447,12447
2021-09-06,34636,34636
2021-09-07,34292,34292
2021-09-08,36136,36136
2021-09-09,35796,35796
2021-09-10,35937,35937
2021-09-11,18409,18409
2021-09-12,13217,13217
2021-09-13,35630,35630
2021-09-14,36336,36336
2021-09-15,37483,37483
2021-09-16,36902,36902
2021-09-17,35881,35881
2021-09-18,15856,15856
2021-09-19,11597,11597
2021-09-20,6485,6485
2021-09-21,4068,4068
2021-09-22,11049,11049
2021-09-23,33393,33393
2021-09-24,34984,34984
2021-09-25,16526,16526
2021-09-26,11721,11721
2021-09-27,35731,35731
2021-09-28,35722,35722
2021-09-29,35425,35425
2021-09-30,36541,36541
2021-10-01,36050,36050
2021-10-02,18359,18359
2021-10-03,13430,13430
2021-10-04,13404,13404
2021-10-05,36387,36387
2021-10-06,36577,36577
2021-10-07,36256,36256
2021-10-08,36240,36240
2021-10-09,17184,17184
2021-10-10,13031,13031
2021-10-11,14390,14390
2021-10-12,36621,36621
2021-10-13,37730,37730
2021-10-14,36939,36939
2021-10-15,36668,36668
2021-10-16,18457,18457
2021-10-17,12595,12595
2021-10-18,33300,33300
2021-10-19,37287,37287
2021-10-20,43295,43295
2021-10-21,37728,37728
2021-10-22,37687,37687
2021-10-23,19083,19083
2021-10-24,13428,13428
2021-10-25,37261,37261
2021-10-26,38632,38632
2021-10-27,39067,39067
2021-10-28,38606,38606
2021-10-29,38584,38584
2021-10-30,19738,19738
2021-10-31,13873,13873
2021-11-01,38597,38597
2021-11-02,40058,40058
2021-11-03,40692,40692
2021-11-04,39998,39998
2021-11-05,40281,40281
2021-11-06,21080,21080
2021-11-07,14454,14454
2021-11-08,35098,35098
2021-11-09,40158,40158
2021-11-10,41707,41707
2021-11-11,41036,41036
2021-11-12,41368,41368
2021-11-13,18267,18267
2021-11-14,14366,14366
2021-11-15,39350,39350
2021-11-16,40459,40459
2021-11-17,41605,41605
2021-11-18,40519,40519
2021-11-19,40649,40649
2021-11-20,21585,21585
2021-11-21,14902,14902
2021-11-22,39526,39526
2021-11-23,40975,40975
2021-11-24,41685,41685
2021-11-25,41656,41656
2021-11-26,41852,41852
2021-11-27,22345,22345
2021-11-28,15408,15408
2021-11-29,39799,39799
2021-11-30,40706,40706
2021-12-01,41378,41378
2021-12-02,40809,40809
2021-12-03,41828,41828
2021-12-04,21585,21585
2021-12-05,14541,14541
2021-12-06,38633,38633
2021-12-07,39576,39576
